,id,url,type,cost,impression,effect,status,img
57232,CR104425017336397824,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR104425017336397824,Image,50,50000,1000,,
57233,CR108084192033636352,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR108084192033636352,Image,50,5000,100,,
57234,CR109210091940478976,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR109210091940478976,Image,50,50000,1000,,
57235,CR110185358754316288,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR110185358754316288,Image,50,50000,1000,,
57236,CR119624666078773248,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR119624666078773248,Image,500,50000,100,,
57237,CR126872646729072640,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR126872646729072640,Image,50,5000,100,,
57238,CR129325657170640896,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR129325657170640896,Image,50,50000,1000,,
57239,CR133983188425900032,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR133983188425900032,Image,500,50000,100,,
57240,CR14353024788987904,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR14353024788987904,Image,50,5000,100,,
57241,CR144253726540955648,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR144253726540955648,Image,500,50000,100,,
57242,CR151149863470366720,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR151149863470366720,Image,500,50000,100,,
57243,CR151245520981983232,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR151245520981983232,Image,50,50000,1000,,
57244,CR153894244493295616,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR153894244493295616,Image,500,50000,100,,
57245,CR155794200586092544,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR155794200586092544,Image,50,50000,1000,,
57246,CR160766741922709504,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR160766741922709504,Image,50,5000,100,,
57247,CR161097145166856192,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR161097145166856192,Image,500,50000,100,,
57248,CR170993849328467968,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR170993849328467968,Image,50,5000,100,,
57249,CR185208335652356096,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR185208335652356096,Image,500,50000,100,,
57250,CR186263866815021056,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR186263866815021056,Image,50,50000,1000,,
57251,CR194215534907097088,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR194215534907097088,Image,50,50000,1000,,
57252,CR198296922069401600,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR198296922069401600,Image,500,50000,100,,
57253,CR221237132671320064,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR221237132671320064,Image,50,50000,1000,,
57254,CR22787378485657600,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR22787378485657600,Image,50,50000,1000,,
57255,CR235310881506852864,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR235310881506852864,Image,500,50000,100,,
57256,CR247699079017005056,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR247699079017005056,Image,50,5000,100,,
57257,CR249950878830690304,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR249950878830690304,Image,50,50000,1000,,
57258,CR255014129876598784,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR255014129876598784,Image,50,50000,1000,,
57259,CR263461677712801792,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR263461677712801792,Image,500,50000,100,,
57260,CR279492557245775872,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR279492557245775872,Image,500,500000,1000,,
57261,CR281754252664111104,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR281754252664111104,Image,500,50000,100,,
57262,CR282518413245415424,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR282518413245415424,Image,50,50000,1000,,
57263,CR285343058617171968,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR285343058617171968,Image,500,50000,100,,
57264,CR28711547136114688,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR28711547136114688,Image,50,50000,1000,,
57265,CR292731776755826688,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR292731776755826688,Image,50,5000,100,,
57266,CR296109476476354560,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR296109476476354560,Image,50,5000,100,,
57267,CR303709300847542272,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR303709300847542272,Image,50,50000,1000,,
57268,CR304684567661379584,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR304684567661379584,Image,500,500000,1000,,
57269,CR315742356101922816,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR315742356101922816,Image,50,5000,100,,
57270,CR32287158949642240,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR32287158949642240,Image,500,50000,100,,
57271,CR325619269054234624,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR325619269054234624,Image,50,5000,100,,
57272,CR332141572030201856,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR332141572030201856,Image,50,5000,100,,
57273,CR347760134702759936,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR347760134702759936,Image,50,5000,100,,
57274,CR348745297121247232,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR348745297121247232,Image,50,5000,100,,
57275,CR349167509586313216,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR349167509586313216,Image,500,50000,100,,
57276,CR357752496375988224,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR357752496375988224,Image,50,50000,1000,,
57277,CR361974621026648064,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR361974621026648064,Image,50,50000,1000,,
57278,CR368170369049165824,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR368170369049165824,Image,500,50000,100,,
57279,CR372111018723115008,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR372111018723115008,Image,500,50000,100,,
57280,CR385055569116921856,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR385055569116921856,Image,50,50000,1000,,
57281,CR391951706046332928,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR391951706046332928,Image,50,50000,1000,,
57282,CR393841766534479872,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR393841766534479872,Image,500,500000,1000,,
57283,CR395047930790150144,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR395047930790150144,Image,500,50000,100,,
57284,CR399973742882586624,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR399973742882586624,Image,50,50000,1000,,
57285,CR400184849115119616,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR400184849115119616,Image,50,50000,1000,,
57286,CR416158554043449344,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR416158554043449344,Image,50,5000,100,,
57287,CR417425191438647296,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR417425191438647296,Image,50,5000,100,,
57288,CR41998045646159872,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR41998045646159872,Image,50,50000,1000,,
57289,CR421013997391708160,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR421013997391708160,Image,500,50000,100,,
57290,CR421928791066017792,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR421928791066017792,Image,50,5000,100,,
57291,CR42219047483342848,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR42219047483342848,Image,50,5000,100,,
57292,CR422491741019439104,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR422491741019439104,Image,50,5000,100,,
57293,CR430657813878931456,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR430657813878931456,Image,500,50000,100,,
57294,CR437128439808393216,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR437128439808393216,Image,50,50000,1000,,
57295,CR443170256203022336,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR443170256203022336,Image,50,50000,1000,,
57296,CR447603487086215168,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR447603487086215168,Image,500,50000,100,,
57297,CR46725945645596672,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR46725945645596672,Image,50,5000,100,,
57298,CR47707809529200640,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR47707809529200640,Image,50,5000,100,,
57299,CR47851845552439296,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR47851845552439296,Image,50,5000,100,,
57300,CR483575109500534784,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR483575109500534784,Image,500,50000,100,,
57301,CR486389859267641344,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR486389859267641344,Image,50,50000,1000,,
57302,CR487230985662889984,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR487230985662889984,Image,500,50000,100,,
57303,CR488487727453437952,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR488487727453437952,Image,500,50000,100,,
57304,CR488567991802265600,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR488567991802265600,Image,50,5000,100,,
57305,CR48904078180220928,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR48904078180220928,Image,50,5000,100,,
57306,CR490106208569524224,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR490106208569524224,Image,500,50000,100,,
57307,CR491021002243833856,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR491021002243833856,Image,50,5000,100,,
57308,CR508907857404493824,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR508907857404493824,Image,500,50000,100,,
57309,CR512000783613427712,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR512000783613427712,Image,50,5000,100,,
57310,CR514313056566640640,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR514313056566640640,Image,500,500000,1000,,
57311,CR515659958310666240,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR515659958310666240,Image,50,50000,1000,,
57312,CR517208070682574848,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR517208070682574848,Image,50,5000,100,,
57313,CR522053618426183680,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR522053618426183680,Image,50,50000,1000,,
57314,CR522907938960965632,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR522907938960965632,Image,50,5000,100,,
57315,CR529592969657843712,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR529592969657843712,Image,500,50000,100,,
57316,CR530296657099620352,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR530296657099620352,Image,50,5000,100,,
57317,CR533533619331792896,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR533533619331792896,Image,500,50000,100,,
57318,CR539786541958955008,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR539786541958955008,Image,50,50000,1000,,
57319,CR551266542864564224,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR551266542864564224,Image,50,50000,1000,,
57320,CR553015865864355840,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR553015865864355840,Image,500,500000,1000,,
57321,CR56296094853758976,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR56296094853758976,Image,50,50000,1000,,
57322,CR572095691141152768,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR572095691141152768,Image,50,5000,100,,
57323,CR6753200417800192,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR6753200417800192,Image,50,50000,1000,,
57324,CR71773920037961728,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR71773920037961728,Image,500,50000,100,,
57325,CR84443592524824576,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR84443592524824576,Image,50,50000,1000,,
57326,CR91761941919301632,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR91761941919301632,Image,50,50000,1000,,
57327,CR97951092872052736,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR97951092872052736,Image,50,50000,1000,,
57328,CR99006624034717696,https://transparencyreport.google.com/political-ads/library/advertiser/AR68466589061611520/creative/CR99006624034717696,Image,500,50000,100,,
57334,CR168450678933422080,https://transparencyreport.google.com/political-ads/library/advertiser/AR69055927294099456/creative/CR168450678933422080,Image,25000,500000,20,,
57335,CR212994093997883392,https://transparencyreport.google.com/political-ads/library/advertiser/AR69055927294099456/creative/CR212994093997883392,Image,500,50000,100,,
57336,CR216406978090500096,https://transparencyreport.google.com/political-ads/library/advertiser/AR69055927294099456/creative/CR216406978090500096,Image,500,50000,100,,
57338,CR258170827759943680,https://transparencyreport.google.com/political-ads/library/advertiser/AR69055927294099456/creative/CR258170827759943680,Image,50,5000,100,,
57339,CR281990647664082944,https://transparencyreport.google.com/political-ads/library/advertiser/AR69055927294099456/creative/CR281990647664082944,Image,500,50000,100,,
57340,CR288112728407539712,https://transparencyreport.google.com/political-ads/library/advertiser/AR69055927294099456/creative/CR288112728407539712,Image,25000,500000,20,,
57342,CR322417491194150912,https://transparencyreport.google.com/political-ads/library/advertiser/AR69055927294099456/creative/CR322417491194150912,Image,25000,500000,20,,
57343,CR342670495377784832,https://transparencyreport.google.com/political-ads/library/advertiser/AR69055927294099456/creative/CR342670495377784832,Image,50,5000,100,,
57344,CR375603067652931584,https://transparencyreport.google.com/political-ads/library/advertiser/AR69055927294099456/creative/CR375603067652931584,Image,50,5000,100,,
57346,CR406648877974814720,https://transparencyreport.google.com/political-ads/library/advertiser/AR69055927294099456/creative/CR406648877974814720,Image,500,500000,1000,,
57348,CR505222294428188672,https://transparencyreport.google.com/political-ads/library/advertiser/AR69055927294099456/creative/CR505222294428188672,Image,50,50000,1000,,
57349,CR518887024938188800,https://transparencyreport.google.com/political-ads/library/advertiser/AR69055927294099456/creative/CR518887024938188800,Image,500,50000,100,,
57351,CR548358334609096704,https://transparencyreport.google.com/political-ads/library/advertiser/AR69055927294099456/creative/CR548358334609096704,Image,50,50000,1000,,
57352,CR55966241365426176,https://transparencyreport.google.com/political-ads/library/advertiser/AR69055927294099456/creative/CR55966241365426176,Image,500,50000,100,,
57353,CR559700896561233920,https://transparencyreport.google.com/political-ads/library/advertiser/AR69055927294099456/creative/CR559700896561233920,Image,500,50000,100,,
57354,CR572930220466634752,https://transparencyreport.google.com/political-ads/library/advertiser/AR69055927294099456/creative/CR572930220466634752,Image,500,50000,100,,
57355,CR73417689921486848,https://transparencyreport.google.com/political-ads/library/advertiser/AR69055927294099456/creative/CR73417689921486848,Image,50,50000,1000,,
57356,CR81180242013585408,https://transparencyreport.google.com/political-ads/library/advertiser/AR69055927294099456/creative/CR81180242013585408,Image,50,50000,1000,,
57357,CR101757602127413248,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR101757602127413248,Image,50,5000,100,,
57358,CR103024239522611200,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR103024239522611200,Image,50,5000,100,,
57359,CR105086923336318976,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR105086923336318976,Image,50,50000,1000,,
57361,CR111046276358864896,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR111046276358864896,Image,50,5000,100,,
57362,CR115642234962968576,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR115642234962968576,Image,500,50000,100,,
57363,CR11685609580003328,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR11685609580003328,Image,50,5000,100,,
57365,CR120849522032115712,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR120849522032115712,Image,500,50000,100,,
57367,CR122586750404001792,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR122586750404001792,Image,50,5000,100,,
57368,CR123870979985244160,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR123870979985244160,Image,50,5000,100,,
57371,CR127182709008105472,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR127182709008105472,Image,500,50000,100,,
57374,CR132719849565585408,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR132719849565585408,Image,50,5000,100,,
57375,CR133142062030651392,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR133142062030651392,Image,50,5000,100,,
57376,CR134830911890915328,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR134830911890915328,Image,50,50000,1000,,
57379,CR140552770401861632,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR140552770401861632,Image,500,50000,100,,
57380,CR142100882773770240,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR142100882773770240,Image,50,50000,1000,,
57382,CR143930470122389504,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR143930470122389504,Image,500,50000,100,,
57384,CR145949173470986240,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR145949173470986240,Image,50,5000,100,,
57386,CR150685869563445248,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR150685869563445248,Image,50,5000,100,,
57387,CR151108082028511232,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR151108082028511232,Image,500,50000,100,,
57388,CR151248819516866560,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR151248819516866560,Image,50,50000,1000,,
57389,CR152796931888775168,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR152796931888775168,Image,500,50000,100,,
57390,CR155941535144214528,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR155941535144214528,Image,50,5000,100,,
57391,CR156315369097658368,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR156315369097658368,Image,50,5000,100,,
57394,CR160678231236673536,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR160678231236673536,Image,500,50000,100,,
57395,CR160818968725028864,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR160818968725028864,Image,500,50000,100,,
57396,CR16140830695751680,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR16140830695751680,Image,50,5000,100,,
57397,CR16329946695729152,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR16329946695729152,Image,50,5000,100,,
57398,CR164055930957201408,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR164055930957201408,Image,500,50000,100,,
57399,CR164385784445534208,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR164385784445534208,Image,50,5000,100,,
57401,CR165463305840754688,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR165463305840754688,Image,500,50000,100,,
57402,CR165744780817465344,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR165744780817465344,Image,50,5000,100,,
57404,CR169733809003036672,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR169733809003036672,Image,50,5000,100,,
57406,CR170952067886612480,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR170952067886612480,Image,500,50000,100,,
57407,CR171281921374945280,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR171281921374945280,Image,50,5000,100,,
57408,CR171563396351655936,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR171563396351655936,Image,50,5000,100,,
57409,CR173392983700275200,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR173392983700275200,Image,50,5000,100,,
57411,CR173907555142074368,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR173907555142074368,Image,50,5000,100,,
57413,CR176018617467404288,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR176018617467404288,Image,500,50000,100,,
57415,CR182211066955038720,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR182211066955038720,Image,50,5000,100,,
57416,CR182386988815482880,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR182386988815482880,Image,500,50000,100,,
57417,CR182633279420104704,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR182633279420104704,Image,500,50000,100,,
57419,CR184322129280368640,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR184322129280368640,Image,50,5000,100,,
57420,CR186481570117320704,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR186481570117320704,Image,50,5000,100,,
57423,CR192581660628221952,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR192581660628221952,Image,500,50000,100,,
57424,CR192955494581665792,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR192955494581665792,Image,50,5000,100,,
57425,CR193645987883909120,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR193645987883909120,Image,50,5000,100,,
57426,CR194270510488485888,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR194270510488485888,Image,500,50000,100,,
57427,CR197269978209058816,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR197269978209058816,Image,500,50000,100,,
57428,CR199240303046033408,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR199240303046033408,Image,500,50000,100,,
57429,CR199803252999454720,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR199803252999454720,Image,50,5000,100,,
57430,CR201399743882985472,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR201399743882985472,Image,50,50000,1000,,
57431,CR203603165185048576,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR203603165185048576,Image,500,50000,100,,
57433,CR205621868533645312,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR205621868533645312,Image,50,5000,100,,
57435,CR206558652440510464,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR206558652440510464,Image,500,50000,100,,
57436,CR20785167811477504,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR20785167811477504,Image,500,50000,100,,
57438,CR208810452254195712,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR208810452254195712,Image,50,5000,100,,
57439,CR211343727044591616,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR211343727044591616,Image,50,50000,1000,,
57440,CR21207380276543488,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR21207380276543488,Image,500,50000,100,,
57441,CR21255758788165632,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR21255758788165632,Image,50,5000,100,,
57442,CR212751101928144896,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR212751101928144896,Image,500,50000,100,,
57443,CR214206855323320320,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR214206855323320320,Image,50,50000,1000,,
57444,CR214721426765119488,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR214721426765119488,Image,500,50000,100,,
57445,CR217536176532226048,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR217536176532226048,Image,500,50000,100,,
57446,CR219787976345911296,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR219787976345911296,Image,500,50000,100,,
57451,CR22896230136807424,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR22896230136807424,Image,50,50000,1000,,
57452,CR23036967625162752,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR23036967625162752,Image,500,50000,100,,
57453,CR231046975414337536,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR231046975414337536,Image,50,50000,1000,,
57456,CR238272965832081408,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR238272965832081408,Image,50,5000,100,,
57458,CR239821078203990016,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR239821078203990016,Image,50,5000,100,,
57459,CR241087715599187968,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR241087715599187968,Image,50,5000,100,,
57460,CR242728186947829760,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR242728186947829760,Image,50,5000,100,,
57462,CR243572611877961728,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR243572611877961728,Image,500,50000,100,,
57463,CR244408240715071488,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR244408240715071488,Image,50,5000,100,,
57464,CR245261461738225664,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR245261461738225664,Image,500,50000,100,,
57465,CR246435740156690432,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR246435740156690432,Image,50,5000,100,,
57466,CR248779898947108864,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR248779898947108864,Image,500,50000,100,,
57467,CR250750223784083456,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR250750223784083456,Image,500,50000,100,,
57469,CR253754089551167488,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR253754089551167488,Image,50,5000,100,,
57471,CR255038319132409856,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR255038319132409856,Image,50,50000,1000,,
57472,CR256757955318251520,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR256757955318251520,Image,500,500000,1000,,
57473,CR257694739225116672,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR257694739225116672,Image,50,5000,100,,
57477,CR263324238759329792,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR263324238759329792,Image,50,5000,100,,
57478,CR26463045857312768,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR26463045857312768,Image,50,5000,100,,
